"Id Derivação";"Tags Produto";Código;"Código Alternativo";"Id Produto";"Produto - Derivação";"Nome da Derivação";Marca;Modelo;"Qtde Estoque";"Id Pai";"Código Pai";"Código Agrupador";Tipo;"Tipo Registro";EAN;NCM;CEST;"Origem Fiscal";"Peso (kg)";"Largura (cm)";"Altura (cm)";"Comprimento (cm)";Volume;"Palavras Chave";"Data de Lançamento";"Data Atualização Produto";Ativo
40093;;00642743;;2324;"Chinelo Havaianas Top Max Comfort - chinelo havaianas top max comfort (t max conf cinza/aco 43/44)";"chinelo havaianas top max comfort (t max conf cinza/aco 43/44)";Havaianas;"TOP MAX COMFORT II";2;40005;2363794;2363794-TMAXCONFCINZAACO;Produto;Filho;7909843593034;64022000;;0;0,480;12,00;8,00;27,00;0;"chinelo havaianas top max comfort, havaianas masculino confortável, chinelo com tiras largas, havaianas conforto extra, chinelo resistente, chinelo havaianas original, havaianas top max, chinelo casual masculino, chinelo versátil, havaianas para o dia a dia.";;"31/07/2026 09:42:16";Sim
40095;;00642745;;2324;"Chinelo Havaianas Top Max Comfort - chinelo havaianas top max comfort (t max conf cinza/aco 45/46)";"chinelo havaianas top max comfort (t max conf cinza/aco 45/46)";Havaianas;"TOP MAX COMFORT II";2;40005;2363794;2363794-TMAXCONFCINZAACO;Produto;Filho;7909843593041;64022000;;0;0,480;12,00;8,00;27,00;0;"chinelo havaianas top max comfort, havaianas masculino confortável, chinelo com tiras largas, havaianas conforto extra, chinelo resistente, chinelo havaianas original, havaianas top max, chinelo casual masculino, chinelo versátil, havaianas para o dia a dia.";;"31/07/2026 09:42:16";Sim
62773;;00642847;;3717;"chinelo havaianas top max comfort ii - chinelo havaianas top max comfort ii (t max conf preto 47/48)";"chinelo havaianas top max comfort ii (t max conf preto 47/48)";Havaianas;"TOP MAX COMFORT II";0;62769;2649634;2649634-TMAXCONFPRETO;Produto;Filho;;64022000;;0;0,000;0,00;0,00;0,00;0;;;"01/07/2026 13:50:11";Sim
53110;;00646027;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 27)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 27)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251094;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53114;;00646028;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 28)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 28)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251100;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53116;;00646029;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 29)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 29)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251117;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53117;;00646030;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 30)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 30)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251124;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53115;;00646031;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 31)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 31)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251131;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53120;;00646032;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 32)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 32)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251148;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53121;;00646033;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 33)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 33)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251155;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53118;;00646034;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 34)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 34)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;7890067251162;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53119;;00646035;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 35)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 35)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
53126;;00646036;;3142;"Tênis Molekinha 2524.347 Glamour Femi - tenis molekinha 2524.347 glamour femi (5116 preto/prata 36)";"tenis molekinha 2524.347 glamour femi (5116 preto/prata 36)";Molekinha;"2524.347 GLAMOUR FEMI";0;53093;2483914;2483914-5116PRETOPRATA;Produto;Filho;;64029990;;0;0,660;21,00;12,00;31,00;0;"Tênis Molekinha, Molekinha 2524.347, tênis infantil Molekinha, tênis preto Molekinha, tênis feminino infantil, tênis casual Molekinha, tênis confortável infantil, tênis preto com detalhe branco, tênis Molekinha Glamour Femi, tênis infantil para meninas, tênis Molekinha casual, tênis Molekinha moda infantil, tênis Molekinha original, tênis Molekinha escolar, tênis infantil confortável, calçado infantil Molekinha, tênis infantil preto Molekinha, tênis Molekinha passeio, tênis Molekinha moda, tênis Molekinha lançamento, tênis Molekinha resistente, calçado Molekinha infantil, tênis infantil Molekinha escolar, tênis Molekinha básico, tênis Molekinha durável, tênis Molekinha confortável, tênis para meninas Molekinha, tênis infantil preto, tênis Molekinha cadarço, tênis Molekinha moda feminina infantil, tênis Molekinha casual preto, tênis Molekinha para escola, tênis Molekinha macio, tênis Molekinha resistente infantil, tênis Molekinha estiloso, tênis Molekinha dia a dia, tênis Molekinha infantil original, tênis Molekinha conforto, calçados Molekinha femininos, tênis Molekinha moda jovem, tênis Molekinha preto básico, tênis infantil casual Molekinha";;"06/05/2026 13:56:22";Sim
34386;;00648900;;2023;"Bolsa Moleca 50042.1 Compacta PVC - bolsas moleca 50042.1 pvc (bm - preto 01 un)";"bolsas moleca 50042.1 pvc (bm - preto 01 un)";Moleca;"50042.1 PVC";0;34375;2347559;2347559-BM-PRETO01;Produto;Filho;7900067353954;42022210;2805800;5;0,460;7,00;13,00;20,00;0;"?bolsa compacta Moleca 50042.1 PVC, bolsa feminina transversal, bolsa de ombro Moleca, bolsa pequena em PVC, bolsa versátil Moleca, bolsa com alça ajustável, bolsa resistente à água, bolsa com fechamento em zíper, bolsa elegante com logo dourado, Bolsa feminina, bolsa pequena, bolsa moleca, bolsa simples, bolsa preta, shoulder bag, bag, bolsa, moleca, bolsa lateral pequena, bolsa pequena.";;"26/05/2025 14:54:03";Sim
34388;;00649000;;2023;"Bolsa Moleca 50042.1 Compacta PVC - bolsas moleca 50042.1 pvc (bm - branco off 526 un)";"bolsas moleca 50042.1 pvc (bm - branco off 526 un)";Moleca;"50042.1 PVC";0;34375;2347559;2347559-BM-BRANCOOFF526;Produto;Filho;7900067356467;42022210;2805800;5;0,460;7,00;13,00;20,00;0;"?bolsa compacta Moleca 50042.1 PVC, bolsa feminina transversal, bolsa de ombro Moleca, bolsa pequena em PVC, bolsa versátil Moleca, bolsa com alça ajustável, bolsa resistente à água, bolsa com fechamento em zíper, bolsa elegante com logo dourado, Bolsa feminina, bolsa pequena, bolsa moleca, bolsa simples, bolsa preta, shoulder bag, bag, bolsa, moleca, bolsa lateral pequena, bolsa pequena.";;"26/05/2025 14:54:03";Sim
34384;;00649300;;2023;"Bolsa Moleca 50042.1 Compacta PVC - bolsas moleca 50042.1 pvc (bm - rosa 1153 un)";"bolsas moleca 50042.1 pvc (bm - rosa 1153 un)";Moleca;"50042.1 PVC";0;34375;2347559;2347559-BM-ROSA1153;Produto;Filho;7890067341054;42022210;2805800;5;0,460;7,00;13,00;20,00;0;"?bolsa compacta Moleca 50042.1 PVC, bolsa feminina transversal, bolsa de ombro Moleca, bolsa pequena em PVC, bolsa versátil Moleca, bolsa com alça ajustável, bolsa resistente à água, bolsa com fechamento em zíper, bolsa elegante com logo dourado, Bolsa feminina, bolsa pequena, bolsa moleca, bolsa simples, bolsa preta, shoulder bag, bag, bolsa, moleca, bolsa lateral pequena, bolsa pequena.";;"26/05/2025 14:54:03";Sim
44325;;00650100;;2589;"Mochila Coca-Cola Color Trend - mochilas coca cola color trend fem rosa nude (rosa nude un)";"mochilas coca cola color trend fem rosa nude (rosa nude un)";"Coca Cola";"COLOR TREND FEMININO";0;44323;2370593;2370593-ROSANUDE;Produto;Filho;7899671001163;42029200;;0;0,500;35,00;45,00;4,00;0;"mochila coca-cola rosê, mochila coca-cola nude, mochila feminina coca-cola, mochila coca-cola color trend, mochila rosa coca-cola, mochila escolar coca-cola, mochila casual coca-cola, mochila coca-cola poliéster, mochila coca-cola com bolso frontal, mochila coca-cola com bolsos laterais, mochila coca-cola com alças ajustáveis, mochila coca-cola leve, mochila coca-cola resistente, mochila coca-cola para notebook, mochila coca-cola com compartimento interno, mochila coca-cola com zíper, mochila coca-cola com logo silk, mochila coca-cola com detalhes em tela, mochila coca-cola com puxadores de cordão, mochila coca-cola com forro estampado, mochila coca-cola para dia a dia, mochila coca-cola para trabalho, mochila coca-cola para faculdade, mochila coca-cola para escola, mochila coca-cola para passeio, mochila coca-cola unissex, mochila coca-cola juvenil, mochila coca-cola adulta, mochila coca-cola com capacidade 20L, mochila coca-cola 42cm altura, mochila coca-cola 34cm largura, mochila coca-cola 13cm profundidade, mochila coca-cola 400g, mochila coca-cola com alça de mão, mochila coca-cola com costura personalizada, mochila coca-cola com etiqueta emborrachada, mochila coca-cola com estilo urbano, mochila coca-cola com design moderno, mochila coca-cola com acabamento premium.";;"22/01/2026 17:15:15";Sim
44322;;00651300;;2588;"Mochila Clio Pets CP24021D Animals - mochila clio pets cp24021d vaquinha azul/laranja (vaquinha azul/laranja un)";"mochila clio pets cp24021d vaquinha azul/laranja (vaquinha azul/laranja un)";"Clio Pets";"CP24021D ANIMALS";6;44312;2370581;2370581-VAQUINHAAZULLARANJA;Produto;Filho;;42029200;1900501;0;0,370;32,00;35,00;3,00;0;"mochila infantil bichinho, mochila escolar infantil, mochila para crianças pequenas, mochila com estampa de animais, mochila colorida infantil, mochila com bolsos laterais, mochila com bolso frontal, mochila com alças ajustáveis, mochila leve para crianças, mochila resistente para uso diário, mochila com zíper personalizado, mochila com puxador divertido, mochila para meninas, mochila para meninos, mochila para educação infantil, mochila para creche, mochila para pré-escola, mochila com compartimento espaçoso, mochila com design lúdico, mochila com tema de bichinhos, mochila com detalhes em PU, mochila com material em poliéster, mochila com alça de mão, mochila sem rodinhas, mochila com estampa exclusiva, mochila com acabamento reforçado, mochila com estrutura leve, mochila com fechamento em zíper, mochila com dimensões compactas, mochila para uso escolar, mochila para passeios, mochila com bolsos telados, mochila com estampa divertida, mochila com tema de animais, mochila com design encantador, mochila com detalhes coloridos, mochila com espaço interno adequado, mochila com alças acolchoadas, mochila com tema infantil, mochila com estampa alegre, creche, escolinha, pré-escola, criança pequena, raposa, raposinha, gato, gatinho, gatinha, gata, girafa, girafinha, vaca, vaquinha, laranja, roxo, lilás, verde, verde-água, rosa, pelúcia, amarelo, passeio, laranja, amarelo, volta às aulas, voltas as aulas, escola, escolhinha, creche, escolinha,  pré";;"26/05/2025 14:54:03";Sim
47071;;00654827;;2747;"Tênis Molekinho 2850-207 Michigan - tenis molekinho 2850-207 michigan (2536 preto/vermelho 27)";"tenis molekinho 2850-207 michigan (2536 preto/vermelho 27)";Molekinho;"2850-207 MICHIGAN";0;46715;2377825;2377825-2536PRETOVERMELHO;Produto;Filho;7900067226944;64041900;;0;0,730;21,00;12,00;31,00;0;"tênis molekinho, tênis infantil molekinho, tênis slip on molekinho, tênis molekinho 2850-207, molekinho michigan, tênis molekinho preto, tênis molekinho vermelho, tênis molekinho infantil menino, tênis molekinho confortável, tênis molekinho leve, tênis molekinho antiderrapante, tênis molekinho escola, tênis molekinho passeio, tênis molekinho moderno, tênis molekinho prático, tênis molekinho resistente, tênis molekinho respirável, tênis molekinho casual, calçado infantil molekinho, tênis molekinho estilo, tênis molekinho solado emborrachado, tênis molekinho durável, tênis molekinho fácil de calçar, tênis slip on infantil, calçado slip on molekinho, molekinho tênis infantil, tênis para escola molekinho, tênis infantil preto molekinho, molekinho 2850-207 michigan, calçado molekinho infantil, tênis molekinho para meninos, tênis molekinho dia a dia, tênis molekinho confortável para escola, tênis molekinho leve infantil, tênis molekinho respirável infantil, tênis molekinho antiderrapante infantil, tênis molekinho resistente infantil, tênis molekinho moderno infantil";;"19/08/2025 10:53:39";Sim
47072;;00654828;;2747;"Tênis Molekinho 2850-207 Michigan - tenis molekinho 2850-207 michigan (2536 preto/vermelho 28)";"tenis molekinho 2850-207 michigan (2536 preto/vermelho 28)";Molekinho;"2850-207 MICHIGAN";0;46715;2377825;2377825-2536PRETOVERMELHO;Produto;Filho;7900067226951;64041900;;0;0,730;21,00;12,00;31,00;0;"tênis molekinho, tênis infantil molekinho, tênis slip on molekinho, tênis molekinho 2850-207, molekinho michigan, tênis molekinho preto, tênis molekinho vermelho, tênis molekinho infantil menino, tênis molekinho confortável, tênis molekinho leve, tênis molekinho antiderrapante, tênis molekinho escola, tênis molekinho passeio, tênis molekinho moderno, tênis molekinho prático, tênis molekinho resistente, tênis molekinho respirável, tênis molekinho casual, calçado infantil molekinho, tênis molekinho estilo, tênis molekinho solado emborrachado, tênis molekinho durável, tênis molekinho fácil de calçar, tênis slip on infantil, calçado slip on molekinho, molekinho tênis infantil, tênis para escola molekinho, tênis infantil preto molekinho, molekinho 2850-207 michigan, calçado molekinho infantil, tênis molekinho para meninos, tênis molekinho dia a dia, tênis molekinho confortável para escola, tênis molekinho leve infantil, tênis molekinho respirável infantil, tênis molekinho antiderrapante infantil, tênis molekinho resistente infantil, tênis molekinho moderno infantil";;"19/08/2025 10:53:39";Sim
47011;;00654829;;2747;"Tênis Molekinho 2850-207 Michigan - tenis molekinho 2850-207 michigan (2536 preto/vermelho 29)";"tenis molekinho 2850-207 michigan (2536 preto/vermelho 29)";Molekinho;"2850-207 MICHIGAN";0;46715;2377825;2377825-2536PRETOVERMELHO;Produto;Filho;7900067226968;64041900;;0;0,730;21,00;12,00;31,00;0;"tênis molekinho, tênis infantil molekinho, tênis slip on molekinho, tênis molekinho 2850-207, molekinho michigan, tênis molekinho preto, tênis molekinho vermelho, tênis molekinho infantil menino, tênis molekinho confortável, tênis molekinho leve, tênis molekinho antiderrapante, tênis molekinho escola, tênis molekinho passeio, tênis molekinho moderno, tênis molekinho prático, tênis molekinho resistente, tênis molekinho respirável, tênis molekinho casual, calçado infantil molekinho, tênis molekinho estilo, tênis molekinho solado emborrachado, tênis molekinho durável, tênis molekinho fácil de calçar, tênis slip on infantil, calçado slip on molekinho, molekinho tênis infantil, tênis para escola molekinho, tênis infantil preto molekinho, molekinho 2850-207 michigan, calçado molekinho infantil, tênis molekinho para meninos, tênis molekinho dia a dia, tênis molekinho confortável para escola, tênis molekinho leve infantil, tênis molekinho respirável infantil, tênis molekinho antiderrapante infantil, tênis molekinho resistente infantil, tênis molekinho moderno infantil";;"19/08/2025 10:53:39";Sim
47016;;00654830;;2747;"Tênis Molekinho 2850-207 Michigan - tenis molekinho 2850-207 michigan (2536 preto/vermelho 30)";"tenis molekinho 2850-207 michigan (2536 preto/vermelho 30)";Molekinho;"2850-207 MICHIGAN";0;46715;2377825;2377825-2536PRETOVERMELHO;Produto;Filho;7900067226975;64041900;;0;0,730;21,00;12,00;31,00;0;"tênis molekinho, tênis infantil molekinho, tênis slip on molekinho, tênis molekinho 2850-207, molekinho michigan, tênis molekinho preto, tênis molekinho vermelho, tênis molekinho infantil menino, tênis molekinho confortável, tênis molekinho leve, tênis molekinho antiderrapante, tênis molekinho escola, tênis molekinho passeio, tênis molekinho moderno, tênis molekinho prático, tênis molekinho resistente, tênis molekinho respirável, tênis molekinho casual, calçado infantil molekinho, tênis molekinho estilo, tênis molekinho solado emborrachado, tênis molekinho durável, tênis molekinho fácil de calçar, tênis slip on infantil, calçado slip on molekinho, molekinho tênis infantil, tênis para escola molekinho, tênis infantil preto molekinho, molekinho 2850-207 michigan, calçado molekinho infantil, tênis molekinho para meninos, tênis molekinho dia a dia, tênis molekinho confortável para escola, tênis molekinho leve infantil, tênis molekinho respirável infantil, tênis molekinho antiderrapante infantil, tênis molekinho resistente infantil, tênis molekinho moderno infantil";;"19/08/2025 10:53:39";Sim
